Airport,Year,Month,Date,Domestic_Passengers,International_Passengers,Total_Passengers
Adelaide,2009,1,1/1/09,517632,45113,562745
Adelaide,2009,2,1/2/09,466920,36184,503104
Adelaide,2009,3,1/3/09,565261,37620,602881
Adelaide,2009,4,1/4/09,555522,41440,596962
Adelaide,2009,5,1/5/09,517203,36406,553609
Adelaide,2009,6,1/6/09,484873,37129,522002
Adelaide,2009,7,1/7/09,542166,45352,587518
Adelaide,2009,8,1/8/09,538835,40627,579462
Adelaide,2009,9,1/9/09,531861,44738,576599
Adelaide,2009,10,1/10/09,561466,47040,608506
Adelaide,2009,11,1/11/09,531518,43449,574967
Adelaide,2009,12,1/12/09,527091,46301,573392
Adelaide,2010,1,1/1/10,519063,48805,567868
Adelaide,2010,2,1/2/10,499819,38282,538101
Adelaide,2010,3,1/3/10,586946,42695,629641
Adelaide,2010,4,1/4/10,586710,45420,632130
Adelaide,2010,5,1/5/10,541978,39331,581309
Adelaide,2010,6,1/6/10,524575,41441,566016
Adelaide,2010,7,1/7/10,590676,47178,637854
Adelaide,2010,8,1/8/10,567307,43369,610676
Adelaide,2010,9,1/9/10,569972,45753,615725
Adelaide,2010,10,1/10/10,614845,46941,661786
Adelaide,2010,11,1/11/10,568388,44046,612434
Adelaide,2010,12,1/12/10,587933,49131,637064
Adelaide,2011,1,1/1/11,549241,49494,598735
Adelaide,2011,2,1/2/11,500762,40101,540863
Adelaide,2011,3,1/3/11,589089,43138,632227
Adelaide,2011,4,1/4/11,569555,48782,618337
Adelaide,2011,5,1/5/11,548098,45314,593412
Adelaide,2011,6,1/6/11,475053,44600,519653
Adelaide,2011,7,1/7/11,550818,53391,604209
Adelaide,2011,8,1/8/11,526160,49977,576137
Adelaide,2011,9,1/9/11,523982,51072,575054
Adelaide,2011,10,1/10/11,551110,52025,603135
Adelaide,2011,11,1/11/11,531539,47928,579467
Adelaide,2011,12,1/12/11,522927,57251,580178
Adelaide,2012,1,1/1/12,519484,61737,581221
Adelaide,2012,2,1/2/12,491820,47477,539297
Adelaide,2012,3,1/3/12,559334,51632,610966
Adelaide,2012,4,1/4/12,531241,51716,582957
Adelaide,2012,5,1/5/12,526113,45236,571349
Adelaide,2012,6,1/6/12,493715,49307,543022
Adelaide,2012,7,1/7/12,545554,56268,601822
Adelaide,2012,8,1/8/12,528411,49357,577768
Adelaide,2012,9,1/9/12,540478,55038,595516
Adelaide,2012,10,1/10/12,568726,53692,622418
Adelaide,2012,11,1/11/12,568625,58625,627250
Adelaide,2012,12,1/12/12,543314,69992,613306
Adelaide,2013,1,1/1/13,528626,70248,598874
Adelaide,2013,2,1/2/13,482351,57932,540283
Adelaide,2013,3,1/3/13,566943,61224,628167
Adelaide,2013,4,1/4/13,567813,63566,631379
Adelaide,2013,5,1/5/13,523424,54908,578332
Adelaide,2013,6,1/6/13,496963,58619,555582
Adelaide,2013,7,1/7/13,575913,72764,648677
Adelaide,2013,8,1/8/13,539644,64337,603981
Adelaide,2013,9,1/9/13,545307,69573,614880
Adelaide,2013,10,1/10/13,607419,68521,675940
Adelaide,2013,11,1/11/13,558869,68082,626951
Adelaide,2013,12,1/12/13,581017,89811,670828
Adelaide,2014,1,1/1/14,556572,95325,651897
Adelaide,2014,2,1/2/14,504053,69804,573857
Adelaide,2014,3,1/3/14,581303,71212,652515
Adelaide,2014,4,1/4/14,568388,82087,650475
Adelaide,2014,5,1/5/14,536398,74345,610743
Adelaide,2014,6,1/6/14,515982,80662,596644
Adelaide,2014,7,1/7/14,573743,95610,669353
Adelaide,2014,8,1/8/14,561222,80809,642031
Adelaide,2014,9,1/9/14,557453,80741,638194
Adelaide,2014,10,1/10/14,630681,79485,710166
Adelaide,2014,11,1/11/14,558777,68976,627753
Adelaide,2014,12,1/12/14,587027,88209,675236
Adelaide,2015,1,1/1/15,544328,91141,635469
Adelaide,2015,2,1/2/15,503965,69039,573004
Adelaide,2015,3,1/3/15,585173,70810,655983
Adelaide,2015,4,1/4/15,586146,70469,656615
Adelaide,2015,5,1/5/15,542748,67667,610415
Adelaide,2015,6,1/6/15,505461,70521,575982
Adelaide,2015,7,1/7/15,598092,77188,675280
Adelaide,2015,8,1/8/15,560021,70699,630720
Adelaide,2015,9,1/9/15,563095,71100,634195
Adelaide,2015,10,1/10/15,620527,72389,692916
Adelaide,2015,11,1/11/15,590588,60841,651429
Adelaide,2015,12,1/12/15,599637,79524,679161
Adelaide,2016,1,1/1/16,566662,84427,651089
Adelaide,2016,2,1/2/16,526882,64796,591678
Adelaide,2016,3,1/3/16,604594,66425,671019
Adelaide,2016,4,1/4/16,594187,67722,661909
Adelaide,2016,5,1/5/16,563975,69012,632987
Adelaide,2016,6,1/6/16,532273,73079,605352
Adelaide,2016,7,1/7/16,607954,90683,698637
Adelaide,2016,8,1/8/16,564253,79247,643500
Adelaide,2016,9,1/9/16,582329,83152,665481
Adelaide,2016,10,1/10/16,636290,81749,718039
Adelaide,2016,11,1/11/16,610621,71003,681624
Adelaide,2016,12,1/12/16,605974,92884,698858
Adelaide,2017,1,1/1/17,587837,94277,682114
Adelaide,2017,2,1/2/17,523949,68611,592560
Adelaide,2017,3,1/3/17,621085,71109,692194
Adelaide,2017,4,1/4/17,591139,73812,664951
Adelaide,2017,5,1/5/17,570882,71121,642003
Adelaide,2017,6,1/6/17,546124,73295,619419
Adelaide,2017,7,1/7/17,619108,89712,708820
Adelaide,2017,8,1/8/17,574943,82584,657527
Adelaide,2017,9,1/9/17,591552,87033,678585
Adelaide,2017,10,1/10/17,653560,82620,736180
Adelaide,2017,11,1/11/17,627919,74418,702337
Adelaide,2017,12,1/12/17,640861,94383,735244
Adelaide,2018,1,1/1/18,604865,105584,710449
Adelaide,2018,2,1/2/18,547363,73693,621056
Adelaide,2018,3,1/3/18,638977,77493,716470
Adelaide,2018,4,1/4/18,627977,77949,705926
Adelaide,2018,5,1/5/18,589510,74528,664038
Adelaide,2018,6,1/6/18,558369,78573,636942
Adelaide,2018,7,1/7/18,638329,91266,729595
Adelaide,2018,8,1/8/18,602934,87573,690507
Adelaide,2018,9,1/9/18,601330,89394,690724
Adelaide,2018,10,1/10/18,657363,88105,745468
Adelaide,2018,11,1/11/18,633974,82278,716252
Adelaide,2018,12,1/12/18,619350,99525,718875
Adelaide,2019,1,1/1/19,592951,107476,700427
Adelaide,2019,2,1/2/19,551355,80250,631605
Alice Springs,2009,1,1/1/09,52040,0,52040
Alice Springs,2009,2,1/2/09,45340,0,45340
Alice Springs,2009,3,1/3/09,55685,0,55685
Alice Springs,2009,4,1/4/09,57116,0,57116
Alice Springs,2009,5,1/5/09,54641,0,54641
Alice Springs,2009,6,1/6/09,54204,0,54204
Alice Springs,2009,7,1/7/09,63630,0,63630
Alice Springs,2009,8,1/8/09,62136,0,62136
Alice Springs,2009,9,1/9/09,59804,0,59804
Alice Springs,2009,10,1/10/09,63045,0,63045
Alice Springs,2009,11,1/11/09,56109,0,56109
Alice Springs,2009,12,1/12/09,51151,0,51151
Alice Springs,2010,1,1/1/10,51424,0,51424
Alice Springs,2010,2,1/2/10,47884,0,47884
Alice Springs,2010,3,1/3/10,58601,0,58601
Alice Springs,2010,4,1/4/10,58508,0,58508
Alice Springs,2010,5,1/5/10,54695,0,54695
Alice Springs,2010,6,1/6/10,54308,0,54308
Alice Springs,2010,7,1/7/10,61986,0,61986
Alice Springs,2010,8,1/8/10,60620,0,60620
Alice Springs,2010,9,1/9/10,58603,0,58603
Alice Springs,2010,10,1/10/10,60874,0,60874
Alice Springs,2010,11,1/11/10,53219,0,53219
Alice Springs,2010,12,1/12/10,48122,0,48122
Alice Springs,2011,1,1/1/11,47486,0,47486
Alice Springs,2011,2,1/2/11,43828,0,43828
Alice Springs,2011,3,1/3/11,50398,0,50398
Alice Springs,2011,4,1/4/11,55081,0,55081
Alice Springs,2011,5,1/5/11,50605,0,50605
Alice Springs,2011,6,1/6/11,49697,0,49697
Alice Springs,2011,7,1/7/11,55314,0,55314
Alice Springs,2011,8,1/8/11,51690,0,51690
Alice Springs,2011,9,1/9/11,47709,0,47709
Alice Springs,2011,10,1/10/11,52883,0,52883
Alice Springs,2011,11,1/11/11,49003,0,49003
Alice Springs,2011,12,1/12/11,45055,0,45055
Alice Springs,2012,1,1/1/12,43218,0,43218
Alice Springs,2012,2,1/2/12,41645,0,41645
Alice Springs,2012,3,1/3/12,47137,0,47137
Alice Springs,2012,4,1/4/12,47511,0,47511
Alice Springs,2012,5,1/5/12,45930,0,45930
Alice Springs,2012,6,1/6/12,48225,0,48225
Alice Springs,2012,7,1/7/12,55120,0,55120
Alice Springs,2012,8,1/8/12,52472,0,52472
Alice Springs,2012,9,1/9/12,51409,0,51409
Alice Springs,2012,10,1/10/12,52987,0,52987
Alice Springs,2012,11,1/11/12,50249,0,50249
Alice Springs,2012,12,1/12/12,43849,0,43849
Alice Springs,2013,1,1/1/13,42504,0,42504
Alice Springs,2013,2,1/2/13,39108,0,39108
Alice Springs,2013,3,1/3/13,47342,0,47342
Alice Springs,2013,4,1/4/13,52892,0,52892
Alice Springs,2013,5,1/5/13,50160,0,50160
Alice Springs,2013,6,1/6/13,57670,0,57670
Alice Springs,2013,7,1/7/13,66751,0,66751
Alice Springs,2013,8,1/8/13,64279,0,64279
Alice Springs,2013,9,1/9/13,59611,0,59611
Alice Springs,2013,10,1/10/13,66304,0,66304
Alice Springs,2013,11,1/11/13,57429,0,57429
Alice Springs,2013,12,1/12/13,51195,0,51195
Alice Springs,2014,1,1/1/14,48329,0,48329
Alice Springs,2014,2,1/2/14,45421,0,45421
Alice Springs,2014,3,1/3/14,54122,0,54122
Alice Springs,2014,4,1/4/14,55995,0,55995
Alice Springs,2014,5,1/5/14,51841,0,51841
Alice Springs,2014,6,1/6/14,56256,0,56256
Alice Springs,2014,7,1/7/14,61763,0,61763
Alice Springs,2014,8,1/8/14,55759,0,55759
Alice Springs,2014,9,1/9/14,50835,0,50835
Alice Springs,2014,10,1/10/14,53955,0,53955
Alice Springs,2014,11,1/11/14,46199,0,46199
Alice Springs,2014,12,1/12/14,40594,0,40594
Alice Springs,2015,1,1/1/15,39279,0,39279
Alice Springs,2015,2,1/2/15,39325,0,39325
Alice Springs,2015,3,1/3/15,46890,0,46890
Alice Springs,2015,4,1/4/15,50420,0,50420
Alice Springs,2015,5,1/5/15,47291,0,47291
Alice Springs,2015,6,1/6/15,50431,0,50431
Alice Springs,2015,7,1/7/15,61048,0,61048
Alice Springs,2015,8,1/8/15,57699,0,57699
Alice Springs,2015,9,1/9/15,51752,0,51752
Alice Springs,2015,10,1/10/15,54772,0,54772
Alice Springs,2015,11,1/11/15,50498,0,50498
Alice Springs,2015,12,1/12/15,44105,0,44105
Alice Springs,2016,1,1/1/16,40548,0,40548
Alice Springs,2016,2,1/2/16,42192,0,42192
Alice Springs,2016,3,1/3/16,50308,0,50308
Alice Springs,2016,4,1/4/16,49934,0,49934
Alice Springs,2016,5,1/5/16,48299,0,48299
Alice Springs,2016,6,1/6/16,51670,0,51670
Alice Springs,2016,7,1/7/16,61281,0,61281
Alice Springs,2016,8,1/8/16,57448,0,57448
Alice Springs,2016,9,1/9/16,56261,0,56261
Alice Springs,2016,10,1/10/16,57953,0,57953
Alice Springs,2016,11,1/11/16,50336,0,50336
Alice Springs,2016,12,1/12/16,45944,0,45944
Alice Springs,2017,1,1/1/17,43990,0,43990
Alice Springs,2017,2,1/2/17,41130,0,41130
Alice Springs,2017,3,1/3/17,51969,0,51969
Alice Springs,2017,4,1/4/17,51915,0,51915
Alice Springs,2017,5,1/5/17,49198,0,49198
Alice Springs,2017,6,1/6/17,49761,0,49761
Alice Springs,2017,7,1/7/17,60269,0,60269
Alice Springs,2017,8,1/8/17,57954,0,57954
Alice Springs,2017,9,1/9/17,54335,0,54335
Alice Springs,2017,10,1/10/17,57338,0,57338
Alice Springs,2017,11,1/11/17,54558,0,54558
Alice Springs,2017,12,1/12/17,46076,0,46076
Alice Springs,2018,1,1/1/18,42375,0,42375
Alice Springs,2018,2,1/2/18,41299,0,41299
Alice Springs,2018,3,1/3/18,50973,0,50973
Alice Springs,2018,4,1/4/18,48800,0,48800
Alice Springs,2018,5,1/5/18,50014,0,50014
Alice Springs,2018,6,1/6/18,51067,0,51067
Alice Springs,2018,7,1/7/18,63687,0,63687
Alice Springs,2018,8,1/8/18,60177,0,60177
Alice Springs,2018,9,1/9/18,56698,0,56698
Alice Springs,2018,10,1/10/18,58191,0,58191
Alice Springs,2018,11,1/11/18,53006,0,53006
Alice Springs,2018,12,1/12/18,45125,0,45125
Alice Springs,2019,1,1/1/19,40274,0,40274
Alice Springs,2019,2,1/2/19,39096,0,39096
Ballina,2009,1,1/1/09,33053,0,33053
Ballina,2009,2,1/2/09,28388,0,28388
Ballina,2009,3,1/3/09,30284,0,30284
Ballina,2009,4,1/4/09,28611,0,28611
Ballina,2009,5,1/5/09,25987,0,25987
Ballina,2009,6,1/6/09,24260,0,24260
Ballina,2009,7,1/7/09,28074,0,28074
Ballina,2009,8,1/8/09,21206,0,21206
Ballina,2009,9,1/9/09,22373,0,22373
Ballina,2009,10,1/10/09,25573,0,25573
Ballina,2009,11,1/11/09,25227,0,25227
Ballina,2009,12,1/12/09,25278,0,25278
Ballina,2010,1,1/1/10,25493,0,25493
Ballina,2010,2,1/2/10,21832,0,21832
Ballina,2010,3,1/3/10,22620,0,22620
Ballina,2010,4,1/4/10,20989,0,20989
Ballina,2010,5,1/5/10,18641,0,18641
Ballina,2010,6,1/6/10,17078,0,17078
Ballina,2010,7,1/7/10,20393,0,20393
Ballina,2010,8,1/8/10,20988,0,20988
Ballina,2010,9,1/9/10,23167,0,23167
Ballina,2010,10,1/10/10,26030,0,26030
Ballina,2010,11,1/11/10,23095,0,23095
Ballina,2010,12,1/12/10,28563,0,28563
Ballina,2011,1,1/1/11,30918,0,30918
Ballina,2011,2,1/2/11,23605,0,23605
Ballina,2011,3,1/3/11,26052,0,26052
Ballina,2011,4,1/4/11,26201,0,26201
Ballina,2011,5,1/5/11,22065,0,22065
Ballina,2011,6,1/6/11,20245,0,20245
Ballina,2011,7,1/7/11,26161,0,26161
Ballina,2011,8,1/8/11,23560,0,23560
Ballina,2011,9,1/9/11,27135,0,27135
Ballina,2011,10,1/10/11,27650,0,27650
Ballina,2011,11,1/11/11,26149,0,26149
Ballina,2011,12,1/12/11,30758,0,30758
Ballina,2012,1,1/1/12,36030,0,36030
Ballina,2012,2,1/2/12,23942,0,23942
Ballina,2012,3,1/3/12,26249,0,26249
Ballina,2012,4,1/4/12,30077,0,30077
Ballina,2012,5,1/5/12,25097,0,25097
Ballina,2012,6,1/6/12,23341,0,23341
Ballina,2012,7,1/7/12,28479,0,28479
Ballina,2012,8,1/8/12,26407,0,26407
Ballina,2012,9,1/9/12,29738,0,29738
Ballina,2012,10,1/10/12,32174,0,32174
Ballina,2012,11,1/11/12,30169,0,30169
Ballina,2012,12,1/12/12,34308,0,34308
Ballina,2013,1,1/1/13,36651,0,36651
Ballina,2013,2,1/2/13,23098,0,23098
Ballina,2013,3,1/3/13,28128,0,28128
Ballina,2013,4,1/4/13,33902,0,33902
Ballina,2013,5,1/5/13,27718,0,27718
Ballina,2013,6,1/6/13,28291,0,28291
Ballina,2013,7,1/7/13,32257,0,32257
Ballina,2013,8,1/8/13,28312,0,28312
Ballina,2013,9,1/9/13,33967,0,33967
Ballina,2013,10,1/10/13,36928,0,36928
Ballina,2013,11,1/11/13,33262,0,33262
Ballina,2013,12,1/12/13,39833,0,39833
Ballina,2014,1,1/1/14,42349,0,42349
Ballina,2014,2,1/2/14,30092,0,30092
Ballina,2014,3,1/3/14,31747,0,31747
Ballina,2014,4,1/4/14,34182,0,34182
Ballina,2014,5,1/5/14,26762,0,26762
Ballina,2014,6,1/6/14,29314,0,29314
Ballina,2014,7,1/7/14,36122,0,36122
Ballina,2014,8,1/8/14,29907,0,29907
Ballina,2014,9,1/9/14,38883,0,38883
Ballina,2014,10,1/10/14,39256,0,39256
Ballina,2014,11,1/11/14,36277,0,36277
Ballina,2014,12,1/12/14,39304,0,39304
Ballina,2015,1,1/1/15,45436,0,45436
Ballina,2015,2,1/2/15,31445,0,31445
Ballina,2015,3,1/3/15,36086,0,36086
Ballina,2015,4,1/4/15,39772,0,39772
Ballina,2015,5,1/5/15,32153,0,32153
Ballina,2015,6,1/6/15,32385,0,32385
Ballina,2015,7,1/7/15,37513,0,37513
Ballina,2015,8,1/8/15,34180,0,34180
Ballina,2015,9,1/9/15,41641,0,41641
Ballina,2015,10,1/10/15,44079,0,44079
Ballina,2015,11,1/11/15,36701,0,36701
Ballina,2015,12,1/12/15,43507,0,43507
Ballina,2016,1,1/1/16,46906,0,46906
Ballina,2016,2,1/2/16,36594,0,36594
Ballina,2016,3,1/3/16,41689,0,41689
Ballina,2016,4,1/4/16,39998,0,39998
Ballina,2016,5,1/5/16,33665,0,33665
Ballina,2016,6,1/6/16,32591,0,32591
Ballina,2016,7,1/7/16,41880,0,41880
Ballina,2016,8,1/8/16,33840,0,33840
Ballina,2016,9,1/9/16,42665,0,42665
Ballina,2016,10,1/10/16,47435,0,47435
Ballina,2016,11,1/11/16,40335,0,40335
Ballina,2016,12,1/12/16,50325,0,50325
Ballina,2017,1,1/1/17,51901,0,51901
Ballina,2017,2,1/2/17,36897,0,36897
Ballina,2017,3,1/3/17,41070,0,41070
Ballina,2017,4,1/4/17,48490,0,48490
Ballina,2017,5,1/5/17,34202,0,34202
Ballina,2017,6,1/6/17,33759,0,33759
Ballina,2017,7,1/7/17,41496,0,41496
Ballina,2017,8,1/8/17,33847,0,33847
Ballina,2017,9,1/9/17,43990,0,43990
Ballina,2017,10,1/10/17,49595,0,49595
Ballina,2017,11,1/11/17,43054,0,43054
Ballina,2017,12,1/12/17,51278,0,51278
Ballina,2018,1,1/1/18,56662,0,56662
Ballina,2018,2,1/2/18,41626,0,41626
Ballina,2018,3,1/3/18,44689,0,44689
Ballina,2018,4,1/4/18,47430,0,47430
Ballina,2018,5,1/5/18,37390,0,37390
Ballina,2018,6,1/6/18,35717,0,35717
Ballina,2018,7,1/7/18,46180,0,46180
Ballina,2018,8,1/8/18,40123,0,40123
Ballina,2018,9,1/9/18,42966,0,42966
Ballina,2018,10,1/10/18,50893,0,50893
Ballina,2018,11,1/11/18,42984,0,42984
Ballina,2018,12,1/12/18,51520,0,51520
Ballina,2019,1,1/1/19,56463,0,56463
Ballina,2019,2,1/2/19,38167,0,38167
Brisbane,2009,1,1/1/09,1259327,377810,1637137
Brisbane,2009,2,1/2/09,1039265,300696,1339961
Brisbane,2009,3,1/3/09,1188065,314602,1502667
Brisbane,2009,4,1/4/09,1213113,334341,1547454
Brisbane,2009,5,1/5/09,1164256,303511,1467767
Brisbane,2009,6,1/6/09,1137727,324138,1461865
Brisbane,2009,7,1/7/09,1280886,372221,1653107
Brisbane,2009,8,1/8/09,1224013,352997,1577010
Brisbane,2009,9,1/9/09,1268630,358611,1627241
Brisbane,2009,10,1/10/09,1331349,363767,1695116
Brisbane,2009,11,1/11/09,1230897,335659,1566556
Brisbane,2009,12,1/12/09,1258396,378818,1637214
Brisbane,2010,1,1/1/10,1179826,376365,1556191
Brisbane,2010,2,1/2/10,1091254,307242,1398496
Brisbane,2010,3,1/3/10,1209259,330724,1539983
Brisbane,2010,4,1/4/10,1248593,328411,1577004
Brisbane,2010,5,1/5/10,1188698,307506,1496204
Brisbane,2010,6,1/6/10,1222414,350420,1572834
Brisbane,2010,7,1/7/10,1371029,408510,1779539
Brisbane,2010,8,1/8/10,1328818,373435,1702253
Brisbane,2010,9,1/9/10,1366862,380317,1747179
Brisbane,2010,10,1/10/10,1417246,376457,1793703
Brisbane,2010,11,1/11/10,1333772,346187,1679959
Brisbane,2010,12,1/12/10,1380381,396683,1777064
Brisbane,2011,1,1/1/11,1183437,396077,1579514
Brisbane,2011,2,1/2/11,1104756,307099,1411855
Brisbane,2011,3,1/3/11,1278582,310877,1589459
Brisbane,2011,4,1/4/11,1319238,354928,1674166
Brisbane,2011,5,1/5/11,1291627,334430,1626057
Brisbane,2011,6,1/6/11,1258224,355774,1613998
Brisbane,2011,7,1/7/11,1432602,421648,1854250
Brisbane,2011,8,1/8/11,1391452,385201,1776653
Brisbane,2011,9,1/9/11,1402267,391592,1793859
Brisbane,2011,10,1/10/11,1433784,400390,1834174
Brisbane,2011,11,1/11/11,1385030,364919,1749949
Brisbane,2011,12,1/12/11,1407984,421932,1829916
Brisbane,2012,1,1/1/12,1325342,417093,1742435
Brisbane,2012,2,1/2/12,1198554,322927,1521481
Brisbane,2012,3,1/3/12,1369715,340186,1709901
Brisbane,2012,4,1/4/12,1344510,362914,1707424
Brisbane,2012,5,1/5/12,1340158,320257,1660415
Brisbane,2012,6,1/6/12,1322216,370945,1693161
Brisbane,2012,7,1/7/12,1460227,405051,1865278
Brisbane,2012,8,1/8/12,1433116,374187,1807303
Brisbane,2012,9,1/9/12,1433166,388638,1821804
Brisbane,2012,10,1/10/12,1514062,393092,1907154
Brisbane,2012,11,1/11/12,1443020,359129,1802149
Brisbane,2012,12,1/12/12,1417263,416994,1834257
Brisbane,2013,1,1/1/13,1328867,403501,1732368
Brisbane,2013,2,1/2/13,1200869,332613,1533482
Brisbane,2013,3,1/3/13,1345737,364214,1709951
Brisbane,2013,4,1/4/13,1356396,357847,1714243
Brisbane,2013,5,1/5/13,1336670,339573,1676243
Brisbane,2013,6,1/6/13,1352353,388140,1740493
Brisbane,2013,7,1/7/13,1507955,425439,1933394
Brisbane,2013,8,1/8/13,1450518,412072,1862590
Brisbane,2013,9,1/9/13,1435802,412322,1848124
Brisbane,2013,10,1/10/13,1543562,413769,1957331
Brisbane,2013,11,1/11/13,1436535,376923,1813458
Brisbane,2013,12,1/12/13,1480433,442728,1923161
Brisbane,2014,1,1/1/14,1372181,441534,1813715
Brisbane,2014,2,1/2/14,1225101,352927,1578028
Brisbane,2014,3,1/3/14,1392456,362753,1755209
Brisbane,2014,4,1/4/14,1430220,406894,1837114
Brisbane,2014,5,1/5/14,1377109,367449,1744558
Brisbane,2014,6,1/6/14,1361433,393183,1754616
Brisbane,2014,7,1/7/14,1524165,455749,1979914
Brisbane,2014,8,1/8/14,1444799,436256,1881055
Brisbane,2014,9,1/9/14,1447030,431100,1878130
Brisbane,2014,10,1/10/14,1557772,438612,1996384
Brisbane,2014,11,1/11/14,1389179,405203,1794382
Brisbane,2014,12,1/12/14,1461391,473321,1934712
Brisbane,2015,1,1/1/15,1320230,476635,1796865
Brisbane,2015,2,1/2/15,1188499,390755,1579254
Brisbane,2015,3,1/3/15,1389419,415222,1804641
Brisbane,2015,4,1/4/15,1386700,418847,1805547
Brisbane,2015,5,1/5/15,1333554,387506,1721060
Brisbane,2015,6,1/6/15,1331860,414130,1745990
Brisbane,2015,7,1/7/15,1528339,463080,1991419
Brisbane,2015,8,1/8/15,1405051,450214,1855265
Brisbane,2015,9,1/9/15,1458446,449229,1907675
Brisbane,2015,10,1/10/15,1513535,458559,1972094
Brisbane,2015,11,1/11/15,1443719,413350,1857069
Brisbane,2015,12,1/12/15,1487622,500995,1988617
Brisbane,2016,1,1/1/16,1352527,506456,1858983
Brisbane,2016,2,1/2/16,1256169,408871,1665040
Brisbane,2016,3,1/3/16,1427777,427516,1855293
Brisbane,2016,4,1/4/16,1388552,419807,1808359
Brisbane,2016,5,1/5/16,1364794,393626,1758420
Brisbane,2016,6,1/6/16,1371519,430418,1801937
Brisbane,2016,7,1/7/16,1534178,491367,2025545
Brisbane,2016,8,1/8/16,1436244,460037,1896281
Brisbane,2016,9,1/9/16,1489897,472962,1962859
Brisbane,2016,10,1/10/16,1503029,483439,1986468
Brisbane,2016,11,1/11/16,1437942,438687,1876629
Brisbane,2016,12,1/12/16,1493224,516558,2009782
Brisbane,2017,1,1/1/17,1379205,523794,1902999
Brisbane,2017,2,1/2/17,1210431,412560,1622991
Brisbane,2017,3,1/3/17,1405729,439977,1845706
Brisbane,2017,4,1/4/17,1402313,476800,1879113
Brisbane,2017,5,1/5/17,1373532,427029,1800561
Brisbane,2017,6,1/6/17,1387399,456873,1844272
Brisbane,2017,7,1/7/17,1563106,509949,2073055
Brisbane,2017,8,1/8/17,1467515,483957,1951472
Brisbane,2017,9,1/9/17,1494470,494152,1988622
Brisbane,2017,10,1/10/17,1554142,494915,2049057
Brisbane,2017,11,1/11/17,1480566,457800,1938366
Brisbane,2017,12,1/12/17,1501518,551535,2053053
Brisbane,2018,1,1/1/18,1378329,545045,1923374
Brisbane,2018,2,1/2/18,1259538,443330,1702868
Brisbane,2018,3,1/3/18,1457485,487297,1944782
Brisbane,2018,4,1/4/18,1403739,490729,1894468
Brisbane,2018,5,1/5/18,1409964,456579,1866543
Brisbane,2018,6,1/6/18,1364609,487988,1852597
Brisbane,2018,7,1/7/18,1596729,552620,2149349
Brisbane,2018,8,1/8/18,1511547,534545,2046092
Brisbane,2018,9,1/9/18,1454622,528778,1983400
Brisbane,2018,10,1/10/18,1563298,532527,2095825
Brisbane,2018,11,1/11/18,1490280,478663,1968943
Brisbane,2018,12,1/12/18,1464389,574133,2038522
Brisbane,2019,1,1/1/19,1374505,585934,1960439
Brisbane,2019,2,1/2/19,1238654,459953,1698607
Cairns,2009,1,1/1/09,268382,35521,303903
Cairns,2009,2,1/2/09,209576,29586,239162
Cairns,2009,3,1/3/09,237098,35737,272835
Cairns,2009,4,1/4/09,255887,32110,287997
Cairns,2009,5,1/5/09,241607,29334,270941
Cairns,2009,6,1/6/09,247279,29244,276523
Cairns,2009,7,1/7/09,308760,34132,342892
Cairns,2009,8,1/8/09,290219,38767,328986
Cairns,2009,9,1/9/09,276497,37523,314020
Cairns,2009,10,1/10/09,290162,35753,325915
Cairns,2009,11,1/11/09,261622,32700,294322
Cairns,2009,12,1/12/09,246304,34396,280700
Cairns,2010,1,1/1/10,237782,33779,271561
Cairns,2010,2,1/2/10,222760,34452,257212
Cairns,2010,3,1/3/10,232256,36760,269016
Cairns,2010,4,1/4/10,249252,38048,287300
Cairns,2010,5,1/5/10,238779,34653,273432
Cairns,2010,6,1/6/10,268467,36417,304884
Cairns,2010,7,1/7/10,320111,44887,364998
Cairns,2010,8,1/8/10,303105,52202,355307
Cairns,2010,9,1/9/10,301990,49347,351337
Cairns,2010,10,1/10/10,317494,45249,362743
Cairns,2010,11,1/11/10,277842,44313,322155
Cairns,2010,12,1/12/10,284259,45766,330025
Cairns,2011,1,1/1/11,264368,44157,308525
Cairns,2011,2,1/2/11,217608,34887,252495
Cairns,2011,3,1/3/11,242013,39153,281166
Cairns,2011,4,1/4/11,272862,37378,310240
Cairns,2011,5,1/5/11,261662,35860,297522
Cairns,2011,6,1/6/11,285048,37778,322826
Cairns,2011,7,1/7/11,337809,49108,386917
Cairns,2011,8,1/8/11,316946,52806,369752
Cairns,2011,9,1/9/11,296989,47790,344779
Cairns,2011,10,1/10/11,311553,45291,356844
Cairns,2011,11,1/11/11,277158,39153,316311
Cairns,2011,12,1/12/11,277075,40711,317786
Cairns,2012,1,1/1/12,283010,39833,322843
Cairns,2012,2,1/2/12,224259,36582,260841
Cairns,2012,3,1/3/12,256422,41270,297692
