Airport,Year,Month,Date,Domestic_Passengers,International_Passengers,Total_Passengers
Newcastle,2013,8,1/8/13,100632,0,100632
Newcastle,2013,9,1/9/13,103907,0,103907
Newcastle,2013,10,1/10/13,109133,0,109133
Newcastle,2013,11,1/11/13,107777,0,107777
Newcastle,2013,12,1/12/13,105474,0,105474
Newcastle,2014,1,1/1/14,101666,0,101666
Newcastle,2014,2,1/2/14,86129,0,86129
Newcastle,2014,3,1/3/14,100653,0,100653
Newcastle,2014,4,1/4/14,95541,0,95541
Newcastle,2014,5,1/5/14,94941,0,94941
Newcastle,2014,6,1/6/14,90266,0,90266
Newcastle,2014,7,1/7/14,101529,0,101529
Newcastle,2014,8,1/8/14,97284,0,97284
Newcastle,2014,9,1/9/14,100260,0,100260
Newcastle,2014,10,1/10/14,107166,0,107166
Newcastle,2014,11,1/11/14,97264,0,97264
Newcastle,2014,12,1/12/14,95844,0,95844
Newcastle,2015,1,1/1/15,93178,0,93178
Newcastle,2015,2,1/2/15,80225,0,80225
Newcastle,2015,3,1/3/15,93900,0,93900
Newcastle,2015,4,1/4/15,92850,0,92850
Newcastle,2015,5,1/5/15,93417,0,93417
Newcastle,2015,6,1/6/15,90921,0,90921
Newcastle,2015,7,1/7/15,103879,0,103879
Newcastle,2015,8,1/8/15,95725,0,95725
Newcastle,2015,9,1/9/15,100315,0,100315
Newcastle,2015,10,1/10/15,106340,0,106340
Newcastle,2015,11,1/11/15,99412,0,99412
Newcastle,2015,12,1/12/15,100512,0,100512
Newcastle,2016,1,1/1/16,95227,0,95227
Newcastle,2016,2,1/2/16,89433,0,89433
Newcastle,2016,3,1/3/16,101092,0,101092
Newcastle,2016,4,1/4/16,94806,0,94806
Newcastle,2016,5,1/5/16,95929,0,95929
Newcastle,2016,6,1/6/16,92194,0,92194
Newcastle,2016,7,1/7/16,106042,0,106042
Newcastle,2016,8,1/8/16,100869,0,100869
Newcastle,2016,9,1/9/16,108062,0,108062
Newcastle,2016,10,1/10/16,113825,0,113825
Newcastle,2016,11,1/11/16,105703,0,105703
Newcastle,2016,12,1/12/16,107930,0,107930
Newcastle,2017,1,1/1/17,108376,0,108376
Newcastle,2017,2,1/2/17,89924,0,89924
Newcastle,2017,3,1/3/17,104459,0,104459
Newcastle,2017,4,1/4/17,108573,0,108573
Newcastle,2017,5,1/5/17,100066,0,100066
Newcastle,2017,6,1/6/17,95732,0,95732
Newcastle,2017,7,1/7/17,108616,0,108616
Newcastle,2017,8,1/8/17,99173,0,99173
Newcastle,2017,9,1/9/17,110149,0,110149
Newcastle,2017,10,1/10/17,116130,0,116130
Newcastle,2017,11,1/11/17,111413,0,111413
Newcastle,2017,12,1/12/17,112700,0,112700
Newcastle,2018,1,1/1/18,104773,0,104773
Newcastle,2018,2,1/2/18,92772,0,92772
Newcastle,2018,3,1/3/18,107098,0,107098
Newcastle,2018,4,1/4/18,105270,0,105270
Newcastle,2018,5,1/5/18,101884,0,101884
Newcastle,2018,6,1/6/18,95026,0,95026
Newcastle,2018,7,1/7/18,109087,0,109087
Newcastle,2018,8,1/8/18,103413,0,103413
Newcastle,2018,9,1/9/18,101570,0,101570
Newcastle,2018,10,1/10/18,111884,0,111884
Newcastle,2018,11,1/11/18,112039,574,112613
Newcastle,2018,12,1/12/18,106313,2166,108479
Newcastle,2019,1,1/1/19,106963,2853,109816
Newcastle,2019,2,1/2/19,91797,1094,92891
Perth,2009,1,1/1/09,572528,260880,833408
Perth,2009,2,1/2/09,487285,190896,678181
Perth,2009,3,1/3/09,580649,203169,783818
Perth,2009,4,1/4/09,578264,223465,801729
Perth,2009,5,1/5/09,550436,196896,747332
Perth,2009,6,1/6/09,524096,213201,737297
Perth,2009,7,1/7/09,604014,240433,844447
Perth,2009,8,1/8/09,573336,217632,790968
Perth,2009,9,1/9/09,588922,242895,831817
Perth,2009,10,1/10/09,616567,258197,874764
Perth,2009,11,1/11/09,577248,243717,820965
Perth,2009,12,1/12/09,587692,283356,871048
Perth,2010,1,1/1/10,574900,295381,870281
Perth,2010,2,1/2/10,518406,225992,744398
Perth,2010,3,1/3/10,619243,251849,871092
Perth,2010,4,1/4/10,605279,244898,850177
Perth,2010,5,1/5/10,574110,218752,792862
Perth,2010,6,1/6/10,570994,258775,829769
Perth,2010,7,1/7/10,640536,281742,922278
Perth,2010,8,1/8/10,612874,249745,862619
Perth,2010,9,1/9/10,632695,273925,906620
Perth,2010,10,1/10/10,670675,282272,952947
Perth,2010,11,1/11/10,637763,252043,889806
Perth,2010,12,1/12/10,662378,298335,960713
Perth,2011,1,1/1/11,633375,323861,957236
Perth,2011,2,1/2/11,550219,241861,792080
Perth,2011,3,1/3/11,661614,248100,909714
Perth,2011,4,1/4/11,661530,274092,935622
Perth,2011,5,1/5/11,665469,253549,919018
Perth,2011,6,1/6/11,615319,265631,880950
Perth,2011,7,1/7/11,707274,306560,1013834
Perth,2011,8,1/8/11,696088,267113,963201
Perth,2011,9,1/9/11,691838,285045,976883
Perth,2011,10,1/10/11,709098,301321,1010419
Perth,2011,11,1/11/11,716150,270318,986468
Perth,2011,12,1/12/11,708058,312017,1020075
Perth,2012,1,1/1/12,713610,336792,1050402
Perth,2012,2,1/2/12,654247,261096,915343
Perth,2012,3,1/3/12,741660,281963,1023623
Perth,2012,4,1/4/12,736077,300178,1036255
Perth,2012,5,1/5/12,737858,258297,996155
Perth,2012,6,1/6/12,715078,289058,1004136
Perth,2012,7,1/7/12,799183,323088,1122271
Perth,2012,8,1/8/12,775021,286810,1061831
Perth,2012,9,1/9/12,763836,310760,1074596
Perth,2012,10,1/10/12,832739,330018,1162757
Perth,2012,11,1/11/12,770604,293318,1063922
Perth,2012,12,1/12/12,759658,347390,1107048
Perth,2013,1,1/1/13,756864,367962,1124826
Perth,2013,2,1/2/13,642458,278377,920835
Perth,2013,3,1/3/13,761463,303379,1064842
Perth,2013,4,1/4/13,775099,306529,1081628
Perth,2013,5,1/5/13,753255,291548,1044803
Perth,2013,6,1/6/13,700089,302421,1002510
Perth,2013,7,1/7/13,810895,356942,1167837
Perth,2013,8,1/8/13,747462,320500,1067962
Perth,2013,9,1/9/13,747305,335673,1082978
Perth,2013,10,1/10/13,807825,348468,1156293
Perth,2013,11,1/11/13,725938,310162,1036100
Perth,2013,12,1/12/13,753219,397879,1151098
Perth,2014,1,1/1/14,758600,433321,1191921
Perth,2014,2,1/2/14,650752,304688,955440
Perth,2014,3,1/3/14,731594,315230,1046824
Perth,2014,4,1/4/14,767264,358776,1126040
Perth,2014,5,1/5/14,706266,301123,1007389
Perth,2014,6,1/6/14,673029,316799,989828
Perth,2014,7,1/7/14,769306,384777,1154083
Perth,2014,8,1/8/14,719835,330424,1050259
Perth,2014,9,1/9/14,729205,361367,1090572
Perth,2014,10,1/10/14,800553,363136,1163689
Perth,2014,11,1/11/14,712059,315336,1027395
Perth,2014,12,1/12/14,740056,395430,1135486
Perth,2015,1,1/1/15,710044,423008,1133052
Perth,2015,2,1/2/15,614778,314338,929116
Perth,2015,3,1/3/15,710527,327872,1038399
Perth,2015,4,1/4/15,723283,342258,1065541
Perth,2015,5,1/5/15,665346,301409,966755
Perth,2015,6,1/6/15,650149,325622,975771
Perth,2015,7,1/7/15,764653,386492,1151145
Perth,2015,8,1/8/15,685115,335142,1020257
Perth,2015,9,1/9/15,699543,354427,1053970
Perth,2015,10,1/10/15,748228,361122,1109350
Perth,2015,11,1/11/15,699179,317970,1017149
Perth,2015,12,1/12/15,730687,403173,1133860
Perth,2016,1,1/1/16,688600,433983,1122583
Perth,2016,2,1/2/16,605234,333991,939225
Perth,2016,3,1/3/16,695807,343473,1039280
Perth,2016,4,1/4/16,683411,353191,1036602
Perth,2016,5,1/5/16,648126,307965,956091
Perth,2016,6,1/6/16,636356,340182,976538
Perth,2016,7,1/7/16,704946,403378,1108324
Perth,2016,8,1/8/16,664744,341209,1005953
Perth,2016,9,1/9/16,693449,379212,1072661
Perth,2016,10,1/10/16,712408,378835,1091243
Perth,2016,11,1/11/16,677612,340917,1018529
Perth,2016,12,1/12/16,714793,422839,1137632
Perth,2017,1,1/1/17,690641,436652,1127293
Perth,2017,2,1/2/17,569834,328014,897848
Perth,2017,3,1/3/17,663410,343748,1007158
Perth,2017,4,1/4/17,668963,379485,1048448
Perth,2017,5,1/5/17,642626,321134,963760
Perth,2017,6,1/6/17,622626,348410,971036
Perth,2017,7,1/7/17,701703,394005,1095708
Perth,2017,8,1/8/17,658247,345460,1003707
Perth,2017,9,1/9/17,665713,372232,1037945
Perth,2017,10,1/10/17,714719,376731,1091450
Perth,2017,11,1/11/17,681111,330684,1011795
Perth,2017,12,1/12/17,705432,408912,1114344
Perth,2018,1,1/1/18,693490,420932,1114422
Perth,2018,2,1/2/18,587505,320699,908204
Perth,2018,3,1/3/18,687018,351509,1038527
Perth,2018,4,1/4/18,684014,356243,1040257
Perth,2018,5,1/5/18,664794,321592,986386
Perth,2018,6,1/6/18,620514,355647,976161
Perth,2018,7,1/7/18,717060,396045,1113105
Perth,2018,8,1/8/18,663424,357102,1020526
Perth,2018,9,1/9/18,684915,370754,1055669
Perth,2018,10,1/10/18,731068,360327,1091395
Perth,2018,11,1/11/18,688113,337264,1025377
Perth,2018,12,1/12/18,689980,417857,1107837
Perth,2019,1,1/1/19,688800,422061,1110861
Perth,2019,2,1/2/19,582619,324918,907537
Proserpine,2009,1,1/1/09,19787,0,19787
Proserpine,2009,2,1/2/09,16058,0,16058
Proserpine,2009,3,1/3/09,18291,0,18291
Proserpine,2009,4,1/4/09,18014,0,18014
Proserpine,2009,5,1/5/09,17453,0,17453
Proserpine,2009,6,1/6/09,17200,0,17200
Proserpine,2009,7,1/7/09,18800,0,18800
Proserpine,2009,8,1/8/09,19540,0,19540
Proserpine,2009,9,1/9/09,19168,0,19168
Proserpine,2009,10,1/10/09,19749,0,19749
Proserpine,2009,11,1/11/09,18861,0,18861
Proserpine,2009,12,1/12/09,17943,0,17943
Proserpine,2010,1,1/1/10,17298,0,17298
Proserpine,2010,2,1/2/10,15862,0,15862
Proserpine,2010,3,1/3/10,15774,0,15774
Proserpine,2010,4,1/4/10,17205,0,17205
Proserpine,2010,5,1/5/10,16519,0,16519
Proserpine,2010,6,1/6/10,16900,0,16900
Proserpine,2010,7,1/7/10,18417,0,18417
Proserpine,2010,8,1/8/10,18548,0,18548
Proserpine,2010,9,1/9/10,18227,0,18227
Proserpine,2010,10,1/10/10,19369,0,19369
Proserpine,2010,11,1/11/10,18447,0,18447
Proserpine,2010,12,1/12/10,17950,0,17950
Proserpine,2011,1,1/1/11,17574,0,17574
Proserpine,2011,2,1/2/11,12686,0,12686
Proserpine,2011,3,1/3/11,15519,0,15519
Proserpine,2011,4,1/4/11,16480,0,16480
Proserpine,2011,5,1/5/11,16223,0,16223
Proserpine,2011,6,1/6/11,15996,0,15996
Proserpine,2011,7,1/7/11,18173,0,18173
Proserpine,2011,8,1/8/11,18733,0,18733
Proserpine,2011,9,1/9/11,18646,0,18646
Proserpine,2011,10,1/10/11,19427,0,19427
Proserpine,2011,11,1/11/11,17979,0,17979
Proserpine,2011,12,1/12/11,17506,0,17506
Proserpine,2012,1,1/1/12,17497,0,17497
Proserpine,2012,2,1/2/12,14088,0,14088
Proserpine,2012,3,1/3/12,17843,0,17843
Proserpine,2012,4,1/4/12,19416,0,19416
Proserpine,2012,5,1/5/12,17812,0,17812
Proserpine,2012,6,1/6/12,18463,0,18463
Proserpine,2012,7,1/7/12,21613,0,21613
Proserpine,2012,8,1/8/12,20487,0,20487
Proserpine,2012,9,1/9/12,20713,0,20713
Proserpine,2012,10,1/10/12,22739,0,22739
Proserpine,2012,11,1/11/12,21591,0,21591
Proserpine,2012,12,1/12/12,20551,0,20551
Proserpine,2013,1,1/1/13,20583,0,20583
Proserpine,2013,2,1/2/13,15730,0,15730
Proserpine,2013,3,1/3/13,17361,0,17361
Proserpine,2013,4,1/4/13,19115,0,19115
Proserpine,2013,5,1/5/13,16908,0,16908
Proserpine,2013,6,1/6/13,17661,0,17661
Proserpine,2013,7,1/7/13,21195,0,21195
Proserpine,2013,8,1/8/13,20312,0,20312
Proserpine,2013,9,1/9/13,21051,0,21051
Proserpine,2013,10,1/10/13,22250,0,22250
Proserpine,2013,11,1/11/13,20635,0,20635
Proserpine,2013,12,1/12/13,21601,0,21601
Proserpine,2014,1,1/1/14,20500,0,20500
Proserpine,2014,2,1/2/14,16288,0,16288
Proserpine,2014,3,1/3/14,18131,0,18131
Proserpine,2014,4,1/4/14,22114,0,22114
Proserpine,2014,5,1/5/14,20307,0,20307
Proserpine,2014,6,1/6/14,20083,0,20083
Proserpine,2014,7,1/7/14,24036,0,24036
Proserpine,2014,8,1/8/14,23583,0,23583
Proserpine,2014,9,1/9/14,24230,0,24230
Proserpine,2014,10,1/10/14,26030,0,26030
Proserpine,2014,11,1/11/14,23990,0,23990
Proserpine,2014,12,1/12/14,25046,0,25046
Proserpine,2015,1,1/1/15,24786,0,24786
Proserpine,2015,2,1/2/15,20793,0,20793
Proserpine,2015,3,1/3/15,21229,0,21229
Proserpine,2015,4,1/4/15,24759,0,24759
Proserpine,2015,5,1/5/15,20734,0,20734
Proserpine,2015,6,1/6/15,21632,0,21632
Proserpine,2015,7,1/7/15,30707,0,30707
Proserpine,2015,8,1/8/15,29885,0,29885
Proserpine,2015,9,1/9/15,30482,0,30482
Proserpine,2015,10,1/10/15,32223,0,32223
Proserpine,2015,11,1/11/15,30212,0,30212
Proserpine,2015,12,1/12/15,31687,0,31687
Proserpine,2016,1,1/1/16,31132,0,31132
Proserpine,2016,2,1/2/16,27290,0,27290
Proserpine,2016,3,1/3/16,27934,0,27934
Proserpine,2016,4,1/4/16,27430,0,27430
Proserpine,2016,5,1/5/16,24224,0,24224
Proserpine,2016,6,1/6/16,24824,0,24824
Proserpine,2016,7,1/7/16,29183,0,29183
Proserpine,2016,8,1/8/16,29028,0,29028
Proserpine,2016,9,1/9/16,29677,0,29677
Proserpine,2016,10,1/10/16,31697,0,31697
Proserpine,2016,11,1/11/16,27657,0,27657
Proserpine,2016,12,1/12/16,32762,0,32762
Proserpine,2017,1,1/1/17,31637,0,31637
Proserpine,2017,2,1/2/17,24321,0,24321
Proserpine,2017,3,1/3/17,23228,0,23228
Proserpine,2017,4,1/4/17,30614,0,30614
Proserpine,2017,5,1/5/17,30248,0,30248
Proserpine,2017,6,1/6/17,33020,0,33020
Proserpine,2017,7,1/7/17,41023,0,41023
Proserpine,2017,8,1/8/17,39456,0,39456
Proserpine,2017,9,1/9/17,42010,0,42010
Proserpine,2017,10,1/10/17,43647,0,43647
Proserpine,2017,11,1/11/17,41306,0,41306
Proserpine,2017,12,1/12/17,45061,0,45061
Proserpine,2018,1,1/1/18,44938,0,44938
Proserpine,2018,2,1/2/18,37254,0,37254
Proserpine,2018,3,1/3/18,36965,0,36965
Proserpine,2018,4,1/4/18,36112,0,36112
Proserpine,2018,5,1/5/18,31221,0,31221
Proserpine,2018,6,1/6/18,30965,0,30965
Proserpine,2018,7,1/7/18,39968,0,39968
Proserpine,2018,8,1/8/18,37955,0,37955
Proserpine,2018,9,1/9/18,38293,0,38293
Proserpine,2018,10,1/10/18,41867,0,41867
Proserpine,2018,11,1/11/18,35848,0,35848
Proserpine,2018,12,1/12/18,37189,0,37189
Proserpine,2019,1,1/1/19,38331,0,38331
Proserpine,2019,2,1/2/19,29292,0,29292
Rockhampton,2009,1,1/1/09,55654,0,55654
Rockhampton,2009,2,1/2/09,52148,0,52148
Rockhampton,2009,3,1/3/09,61228,0,61228
Rockhampton,2009,4,1/4/09,60084,0,60084
Rockhampton,2009,5,1/5/09,64202,0,64202
Rockhampton,2009,6,1/6/09,62058,0,62058
Rockhampton,2009,7,1/7/09,68050,0,68050
Rockhampton,2009,8,1/8/09,65941,0,65941
Rockhampton,2009,9,1/9/09,64178,0,64178
Rockhampton,2009,10,1/10/09,64903,0,64903
Rockhampton,2009,11,1/11/09,61914,0,61914
Rockhampton,2009,12,1/12/09,62977,0,62977
Rockhampton,2010,1,1/1/10,55477,0,55477
Rockhampton,2010,2,1/2/10,58127,0,58127
Rockhampton,2010,3,1/3/10,63175,0,63175
Rockhampton,2010,4,1/4/10,65347,0,65347
Rockhampton,2010,5,1/5/10,63603,0,63603
Rockhampton,2010,6,1/6/10,63712,0,63712
Rockhampton,2010,7,1/7/10,64941,0,64941
Rockhampton,2010,8,1/8/10,66111,0,66111
Rockhampton,2010,9,1/9/10,69657,0,69657
Rockhampton,2010,10,1/10/10,69640,0,69640
Rockhampton,2010,11,1/11/10,67980,0,67980
Rockhampton,2010,12,1/12/10,69442,0,69442
Rockhampton,2011,1,1/1/11,10385,0,10385
Rockhampton,2011,2,1/2/11,49801,0,49801
Rockhampton,2011,3,1/3/11,62278,0,62278
Rockhampton,2011,4,1/4/11,61645,0,61645
Rockhampton,2011,5,1/5/11,64261,0,64261
Rockhampton,2011,6,1/6/11,63664,0,63664
Rockhampton,2011,7,1/7/11,66912,0,66912
Rockhampton,2011,8,1/8/11,64887,0,64887
Rockhampton,2011,9,1/9/11,66844,0,66844
Rockhampton,2011,10,1/10/11,66160,0,66160
Rockhampton,2011,11,1/11/11,63216,0,63216
Rockhampton,2011,12,1/12/11,60974,0,60974
Rockhampton,2012,1,1/1/12,55531,0,55531
Rockhampton,2012,2,1/2/12,55938,0,55938
Rockhampton,2012,3,1/3/12,64688,0,64688
Rockhampton,2012,4,1/4/12,57763,0,57763
Rockhampton,2012,5,1/5/12,65553,0,65553
Rockhampton,2012,6,1/6/12,62167,0,62167
Rockhampton,2012,7,1/7/12,65993,0,65993
Rockhampton,2012,8,1/8/12,64658,0,64658
Rockhampton,2012,9,1/9/12,63168,0,63168
Rockhampton,2012,10,1/10/12,65962,0,65962
Rockhampton,2012,11,1/11/12,61360,0,61360
Rockhampton,2012,12,1/12/12,57696,0,57696
Rockhampton,2013,1,1/1/13,51121,0,51121
Rockhampton,2013,2,1/2/13,47229,0,47229
Rockhampton,2013,3,1/3/13,59935,0,59935
Rockhampton,2013,4,1/4/13,59603,0,59603
Rockhampton,2013,5,1/5/13,57483,0,57483
Rockhampton,2013,6,1/6/13,56893,0,56893
Rockhampton,2013,7,1/7/13,64671,0,64671
Rockhampton,2013,8,1/8/13,62255,0,62255
Rockhampton,2013,9,1/9/13,59624,0,59624
Rockhampton,2013,10,1/10/13,63772,0,63772
Rockhampton,2013,11,1/11/13,56824,0,56824
Rockhampton,2013,12,1/12/13,57092,0,57092
Rockhampton,2014,1,1/1/14,49213,0,49213
Rockhampton,2014,2,1/2/14,46864,0,46864
Rockhampton,2014,3,1/3/14,55724,0,55724
Rockhampton,2014,4,1/4/14,54951,0,54951
Rockhampton,2014,5,1/5/14,55726,0,55726
Rockhampton,2014,6,1/6/14,54671,0,54671
Rockhampton,2014,7,1/7/14,58457,0,58457
Rockhampton,2014,8,1/8/14,55511,0,55511
Rockhampton,2014,9,1/9/14,57908,0,57908
Rockhampton,2014,10,1/10/14,58952,0,58952
Rockhampton,2014,11,1/11/14,52517,0,52517
Rockhampton,2014,12,1/12/14,50917,0,50917
Rockhampton,2015,1,1/1/15,44647,0,44647
Rockhampton,2015,2,1/2/15,39612,0,39612
Rockhampton,2015,3,1/3/15,55559,0,55559
Rockhampton,2015,4,1/4/15,52296,0,52296
Rockhampton,2015,5,1/5/15,55782,0,55782
Rockhampton,2015,6,1/6/15,52755,0,52755
Rockhampton,2015,7,1/7/15,56302,0,56302
Rockhampton,2015,8,1/8/15,51461,0,51461
Rockhampton,2015,9,1/9/15,52126,0,52126
Rockhampton,2015,10,1/10/15,53146,0,53146
Rockhampton,2015,11,1/11/15,51476,0,51476
Rockhampton,2015,12,1/12/15,49303,0,49303
Rockhampton,2016,1,1/1/16,40123,0,40123
Rockhampton,2016,2,1/2/16,42181,0,42181
Rockhampton,2016,3,1/3/16,48727,0,48727
Rockhampton,2016,4,1/4/16,48206,0,48206
Rockhampton,2016,5,1/5/16,50247,0,50247
Rockhampton,2016,6,1/6/16,49540,0,49540
Rockhampton,2016,7,1/7/16,50596,0,50596
Rockhampton,2016,8,1/8/16,50580,0,50580
Rockhampton,2016,9,1/9/16,52293,0,52293
Rockhampton,2016,10,1/10/16,50874,0,50874
Rockhampton,2016,11,1/11/16,49766,0,49766
Rockhampton,2016,12,1/12/16,51114,0,51114
Rockhampton,2017,1,1/1/17,41830,0,41830
Rockhampton,2017,2,1/2/17,41992,0,41992
Rockhampton,2017,3,1/3/17,49463,0,49463
Rockhampton,2017,4,1/4/17,30107,0,30107
Rockhampton,2017,5,1/5/17,48829,0,48829
Rockhampton,2017,6,1/6/17,48472,0,48472
Rockhampton,2017,7,1/7/17,53060,0,53060
Rockhampton,2017,8,1/8/17,49997,0,49997
Rockhampton,2017,9,1/9/17,49988,0,49988
Rockhampton,2017,10,1/10/17,50884,0,50884
Rockhampton,2017,11,1/11/17,46653,0,46653
Rockhampton,2017,12,1/12/17,45239,0,45239
Rockhampton,2018,1,1/1/18,40418,0,40418
Rockhampton,2018,2,1/2/18,38745,0,38745
Rockhampton,2018,3,1/3/18,47560,0,47560
Rockhampton,2018,4,1/4/18,43219,0,43219
Rockhampton,2018,5,1/5/18,51992,0,51992
Rockhampton,2018,6,1/6/18,45776,0,45776
Rockhampton,2018,7,1/7/18,47491,0,47491
Rockhampton,2018,8,1/8/18,50029,0,50029
Rockhampton,2018,9,1/9/18,46663,0,46663
Rockhampton,2018,10,1/10/18,49297,0,49297
Rockhampton,2018,11,1/11/18,45955,0,45955
Rockhampton,2018,12,1/12/18,44451,0,44451
Rockhampton,2019,1,1/1/19,40930,0,40930
Rockhampton,2019,2,1/2/19,40514,0,40514
Sunshine Coast,2009,1,1/1/09,93362,0,93362
Sunshine Coast,2009,2,1/2/09,63218,0,63218
Sunshine Coast,2009,3,1/3/09,71787,0,71787
Sunshine Coast,2009,4,1/4/09,75437,0,75437
Sunshine Coast,2009,5,1/5/09,68381,0,68381
Sunshine Coast,2009,6,1/6/09,62643,0,62643
Sunshine Coast,2009,7,1/7/09,70486,0,70486
Sunshine Coast,2009,8,1/8/09,71807,0,71807
Sunshine Coast,2009,9,1/9/09,69520,0,69520
Sunshine Coast,2009,10,1/10/09,76217,0,76217
Sunshine Coast,2009,11,1/11/09,70760,0,70760
Sunshine Coast,2009,12,1/12/09,65389,0,65389
Sunshine Coast,2010,1,1/1/10,72230,0,72230
Sunshine Coast,2010,2,1/2/10,57944,0,57944
Sunshine Coast,2010,3,1/3/10,62391,0,62391
Sunshine Coast,2010,4,1/4/10,71662,0,71662
Sunshine Coast,2010,5,1/5/10,62952,0,62952
Sunshine Coast,2010,6,1/6/10,61048,0,61048
Sunshine Coast,2010,7,1/7/10,77453,0,77453
Sunshine Coast,2010,8,1/8/10,72808,0,72808
Sunshine Coast,2010,9,1/9/10,77583,0,77583
Sunshine Coast,2010,10,1/10/10,84605,0,84605
Sunshine Coast,2010,11,1/11/10,80093,0,80093
Sunshine Coast,2010,12,1/12/10,82900,0,82900
Sunshine Coast,2011,1,1/1/11,89194,0,89194
Sunshine Coast,2011,2,1/2/11,60808,0,60808
Sunshine Coast,2011,3,1/3/11,71818,0,71818
Sunshine Coast,2011,4,1/4/11,85790,0,85790
Sunshine Coast,2011,5,1/5/11,68820,0,68820
Sunshine Coast,2011,6,1/6/11,62303,0,62303
Sunshine Coast,2011,7,1/7/11,76530,0,76530
Sunshine Coast,2011,8,1/8/11,64266,0,64266
Sunshine Coast,2011,9,1/9/11,70035,0,70035
Sunshine Coast,2011,10,1/10/11,71396,0,71396
Sunshine Coast,2011,11,1/11/11,64825,0,64825
Sunshine Coast,2011,12,1/12/11,71630,0,71630
Sunshine Coast,2012,1,1/1/12,79420,0,79420
Sunshine Coast,2012,2,1/2/12,54322,0,54322
Sunshine Coast,2012,3,1/3/12,59557,0,59557
Sunshine Coast,2012,4,1/4/12,65560,0,65560
Sunshine Coast,2012,5,1/5/12,57488,0,57488
Sunshine Coast,2012,6,1/6/12,56080,0,56080
Sunshine Coast,2012,7,1/7/12,67608,2284,69892
Sunshine Coast,2012,8,1/8/12,59358,2032,61390
Sunshine Coast,2012,9,1/9/12,73355,1397,74752
Sunshine Coast,2012,10,1/10/12,73165,0,73165
Sunshine Coast,2012,11,1/11/12,70945,0,70945
Sunshine Coast,2012,12,1/12/12,72804,0,72804
Sunshine Coast,2013,1,1/1/13,74443,0,74443
Sunshine Coast,2013,2,1/2/13,49370,0,49370
Sunshine Coast,2013,3,1/3/13,62961,0,62961
Sunshine Coast,2013,4,1/4/13,73488,0,73488
Sunshine Coast,2013,5,1/5/13,59963,0,59963
Sunshine Coast,2013,6,1/6/13,64970,840,65810
Sunshine Coast,2013,7,1/7/13,74897,2233,77130
Sunshine Coast,2013,8,1/8/13,72365,2026,74391
Sunshine Coast,2013,9,1/9/13,80377,2264,82641
Sunshine Coast,2013,10,1/10/13,83004,1042,84046
Sunshine Coast,2013,11,1/11/13,78130,0,78130
Sunshine Coast,2013,12,1/12/13,84131,0,84131
Sunshine Coast,2014,1,1/1/14,89715,0,89715
Sunshine Coast,2014,2,1/2/14,58894,0,58894
Sunshine Coast,2014,3,1/3/14,70758,0,70758
Sunshine Coast,2014,4,1/4/14,76433,0,76433
Sunshine Coast,2014,5,1/5/14,62094,0,62094
Sunshine Coast,2014,6,1/6/14,62509,461,62970
Sunshine Coast,2014,7,1/7/14,74241,2711,76952
Sunshine Coast,2014,8,1/8/14,64748,2564,67312
Sunshine Coast,2014,9,1/9/14,75793,2444,78237
Sunshine Coast,2014,10,1/10/14,80669,2068,82737
Sunshine Coast,2014,11,1/11/14,72331,0,72331
Sunshine Coast,2014,12,1/12/14,73915,0,73915
Sunshine Coast,2015,1,1/1/15,79938,0,79938
Sunshine Coast,2015,2,1/2/15,52182,0,52182
Sunshine Coast,2015,3,1/3/15,64444,0,64444
Sunshine Coast,2015,4,1/4/15,74845,0,74845
Sunshine Coast,2015,5,1/5/15,59923,0,59923
Sunshine Coast,2015,6,1/6/15,64649,441,65090
Sunshine Coast,2015,7,1/7/15,79502,3152,82654
Sunshine Coast,2015,8,1/8/15,74155,3195,77350
Sunshine Coast,2015,9,1/9/15,85823,3236,89059
Sunshine Coast,2015,10,1/10/15,88371,2237,90608
Sunshine Coast,2015,11,1/11/15,79122,0,79122
Sunshine Coast,2015,12,1/12/15,85152,1337,86489
Sunshine Coast,2016,1,1/1/16,89602,2188,91790
Sunshine Coast,2016,2,1/2/16,63086,1590,64676
Sunshine Coast,2016,3,1/3/16,75739,0,75739
Sunshine Coast,2016,4,1/4/16,81708,0,81708
Sunshine Coast,2016,5,1/5/16,68480,0,68480
Sunshine Coast,2016,6,1/6/16,70444,0,70444
Sunshine Coast,2016,7,1/7/16,91050,3546,94596
Sunshine Coast,2016,8,1/8/16,76876,3252,80128
Sunshine Coast,2016,9,1/9/16,90690,3640,94330
Sunshine Coast,2016,10,1/10/16,96568,3290,99858
Sunshine Coast,2016,11,1/11/16,91086,0,91086
Sunshine Coast,2016,12,1/12/16,97423,0,97423
Sunshine Coast,2017,1,1/1/17,103183,0,103183
Sunshine Coast,2017,2,1/2/17,69264,0,69264
Sunshine Coast,2017,3,1/3/17,81035,0,81035
Sunshine Coast,2017,4,1/4/17,100871,0,100871
Sunshine Coast,2017,5,1/5/17,74861,0,74861
Sunshine Coast,2017,6,1/6/17,74819,0,74819
Sunshine Coast,2017,7,1/7/17,100550,3303,103853
Sunshine Coast,2017,8,1/8/17,85528,3239,88767
Sunshine Coast,2017,9,1/9/17,100873,3570,104443
Sunshine Coast,2017,10,1/10/17,110578,3607,114185
Sunshine Coast,2017,11,1/11/17,101006,0,101006
Sunshine Coast,2017,12,1/12/17,110397,0,110397
